CustomerID,Gender,Age,Location,Tenure_Months,Contract,MonthlyCharges,TotalCharges,PaymentMethod,PaperlessBilling,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SupportCalls_Last6Mo,SatisfactionScore,Referrals,AccountStartDate,ChurnDate,Churned
CUST_000908,Male,49,Urban,41,Two Year,73.33,3006.53,Electronic Check,Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,0,6.2,1,2021-06-19,,0
CUST_000909,Male,18,Suburban,33,Two Year,75.34,2486.22,Bank Transfer (Automatic),Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,2,6.2,0,2022-02-14,,0
CUST_000910,Male,80,Rural,4,Two Year,92.82,371.28,Electronic Check,Yes,No,No Phone Service,Fiber Optic,No,Yes,Yes,No,No,Yes,2,7.7,0,2024-07-03,2024-10-10,1
CUST_000911,Female,49,Urban,2,Two Year,56.9,113.8,Mailed Check,No,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,,1,2024-09-01,,0
CUST_000912,Male,44,Urban,12,One Year,73.05,876.6,Credit Card (Automatic),Yes,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,1,7.5,2,2023-11-06,,0
CUST_000913,Female,59,Suburban,30,One Year,45.6,1368.0,Electronic Check,Yes,Yes,No,DSL,No,No,Yes,No,No,No,2,,1,2022-05-15,,0
CUST_000914,Male,77,Rural,24,One Year,88.92,2134.08,Credit Card (Automatic),No,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,1,7.0,0,2022-11-11,,0
CUST_000915,Female,55,Suburban,13,One Year,58.61,761.93,Electronic Check,Yes,Yes,No,DSL,No,Yes,No,No,No,Yes,2,6.0,0,2023-10-07,,0
CUST_000916,Male,56,Rural,1,One Year,77.84,77.84,Electronic Check,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,1,9.5,1,2024-10-01,2024-10-07,1
CUST_000917,Male,43,Urban,12,Month-to-Month,72.85,874.2,Bank Transfer (Automatic),No,Yes,No,Fiber Optic,No,No,No,No,No,Yes,1,7.9,1,2023-11-06,,0
CUST_000918,Female,39,Rural,22,Two Year,51.97,1143.34,Mailed Check,No,Yes,No,DSL,No,No,No,No,No,Yes,3,10.0,2,2023-01-10,,0
CUST_000919,Female,34,Urban,12,One Year,59.14,709.68,Credit Card (Automatic),No,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,2,7.5,0,2023-11-06,,0
CUST_000920,Male,29,Urban,51,Two Year,85.94,4382.94,Mailed Check,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,0,5.5,2,2020-08-23,2024-10-22,1
CUST_000921,Female,31,Rural,1,Month-to-Month,63.02,63.02,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,No,No,No,No,No,0,5.3,0,2024-10-01,,0
CUST_000922,Female,21,Rural,47,Month-to-Month,53.24,2502.28,Bank Transfer (Automatic),Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,1,5.4,1,2020-12-21,,0
CUST_000923,Female,40,Urban,46,Month-to-Month,78.77,3623.42,Credit Card (Automatic),No,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,1,8.4,0,2021-01-20,2024-10-14,1
CUST_000924,Female,18,Urban,47,Month-to-Month,71.57,3363.79,Credit Card (Automatic),No,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,1,7.1,0,2020-12-21,,0
CUST_000925,Male,44,Urban,62,Month-to-Month,105.93,6567.66,Mailed Check,No,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,1,6.1,0,2019-09-28,,0
CUST_000926,Male,41,Urban,12,Month-to-Month,45.45,545.4,Credit Card (Automatic),No,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,8.7,0,2023-11-06,2024-10-15,1
CUST_000927,Male,44,Urban,57,Month-to-Month,83.99,4787.43,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,3,8.4,1,2020-02-25,2024-10-20,1
CUST_000928,Female,34,Rural,34,Month-to-Month,88.96,3024.64,Bank Transfer (Automatic),Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,1,7.6,1,2022-01-15,2024-10-19,1
CUST_000929,Female,85,Suburban,40,One Year,56.98,2279.2,Electronic Check,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,1,5.5,2,2021-07-19,,0
CUST_000930,Male,62,Suburban,15,Two Year,56.76,851.4,Electronic Check,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,4,3.8,1,2023-08-08,,0
CUST_000931,Male,23,Suburban,20,Month-to-Month,54.62,1092.4,Bank Transfer (Automatic),No,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,2,,2,2023-03-11,2024-10-18,1
CUST_000932,Female,45,Suburban,13,One Year,89.3,1160.9,Electronic Check,Yes,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,0,7.3,0,2023-10-07,,0
CUST_000933,Female,32,Suburban,3,Month-to-Month,83.93,251.79,Mailed Check,No,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,3,,1,2024-08-02,,0
CUST_000934,Female,26,Suburban,12,Month-to-Month,49.52,594.24,Mailed Check,No,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,3.5,0,2023-11-06,2024-10-23,1
CUST_000935,Male,21,Urban,7,One Year,76.39,534.73,Electronic Check,No,Yes,No,Fiber Optic,No,No,No,Yes,No,No,1,7.3,2,2024-04-04,,0
CUST_000936,Male,48,Suburban,44,One Year,96.92,4264.48,Bank Transfer (Automatic),No,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,3,3.7,3,2021-03-21,,0
CUST_000937,Male,31,Suburban,21,Two Year,102.21,2146.41,Bank Transfer (Automatic),No,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,1,6.8,2,2023-02-09,,0
CUST_000938,Female,56,Rural,2,Month-to-Month,97.38,194.76,Electronic Check,No,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,0,6.2,0,2024-09-01,2024-10-06,1
CUST_000939,Male,56,Rural,20,Two Year,99.87,1997.4,Mailed Check,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,1,8.2,1,2023-03-11,,0
CUST_000940,Female,62,Urban,3,Month-to-Month,72.17,216.51,Mailed Check,No,Yes,No,Fiber Optic,No,No,No,No,No,Yes,0,8.1,1,2024-08-02,2024-10-16,1
CUST_000941,Male,29,Suburban,6,Month-to-Month,59.96,359.76,Bank Transfer (Automatic),Yes,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,5.8,0,2024-05-04,,0
CUST_000942,Female,49,Urban,59,Month-to-Month,60.58,3574.22,Bank Transfer (Automatic),Yes,Yes,No,DSL,Yes,No,No,No,Yes,No,1,6.4,0,2019-12-27,,0
CUST_000943,Female,51,Suburban,38,One Year,56.79,2158.02,Electronic Check,No,No,No Phone Service,DSL,No,Yes,No,No,No,No,3,5.6,1,2021-09-17,,0
CUST_000944,Female,34,Urban,14,Month-to-Month,85.63,1198.82,Electronic Check,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,0,2.7,2,2023-09-07,,0
CUST_000945,Male,30,Urban,2,Month-to-Month,52.23,104.46,Electronic Check,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,0,6.5,3,2024-09-01,,0
CUST_000946,Male,66,Urban,12,One Year,76.34,916.08,Credit Card (Automatic),Yes,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,0,2.0,1,2023-11-06,,0
CUST_000947,Male,45,Suburban,8,Month-to-Month,72.06,576.48,Mailed Check,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,1,4.7,1,2024-03-05,,0
CUST_000948,Female,51,Urban,18,Month-to-Month,86.65,1559.7,Mailed Check,No,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,0,7.0,0,2023-05-10,,0
CUST_000949, Female,29,Rural,52,Month-to-Month,101.16,5260.32,Mailed Check,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,2,6.8,1,2020-07-24,,0
CUST_000950,Female,23,Urban,72,Month-to-Month,85.84,6180.48,Mailed Check,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,1,8.2,0,2018-12-02,,0
CUST_000951,Female,33,Rural,6,One Year,42.46,254.76,Credit Card (Automatic),No,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,3,6.3,0,2024-05-04,,0
CUST_000952,Female,40,Suburban,36,One Year,93.79,3376.44,Credit Card (Automatic),Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,3,8.8,2,2021-11-16,,0
CUST_000953,Male,26,Urban,49,Month-to-Month,76.23,3735.27,Bank Transfer (Automatic),Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,2,7.5,1,2020-10-22,,0
CUST_000954,Female,41,Urban,72,Month-to-Month,56.29,4052.88,Electronic Check,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,1,,1,2018-12-02,,0
CUST_000955,Male,18,Suburban,38,Two Year,93.87,3567.06,Mailed Check,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,3,3.4,0,2021-09-17,,0
CUST_000956,Male,25,Suburban,31,Month-to-Month,84.87,2630.97,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,0,9.9,0,2022-04-15,,0
CUST_000957,Female,52,Suburban,48,One Year,72.24,3467.52,Mailed Check,No,Yes,No,DSL,No,No,No,Yes,Yes,No,3,4.1,0,2020-11-21,,0
CUST_000958,Male,51,Urban,9,Month-to-Month,83.1,747.9,Mailed Check,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,2,7.0,0,2024-02-04,,0
CUST_000959,Male,36,Suburban,3,Month-to-Month,71.99,215.97,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,4,10.0,2,2024-08-02,2024-10-21,1
CUST_000960,Female,26,Rural,8,Two Year,97.29,778.32,Electronic Check,No,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,2,2.4,2,2024-03-05,,0
CUST_000961,Male,26,Urban,4,One Year,86.63,346.52,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,0,5.6,1,2024-07-03,2024-10-18,1
CUST_000962,Female,36,Urban,50,Month-to-Month,80.06,4003.0,Bank Transfer (Automatic),Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,1,1.5,1,2020-09-22,,0
CUST_000963,Male,51,Urban,46,Month-to-Month,84.31,3878.26,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,0,7.9,2,2021-01-20,,0
CUST_000964,Male,55,Suburban,55,Month-to-Month,90.14,4957.7,Credit Card (Automatic),Yes,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,0,6.3,0,2020-04-25,,0
CUST_000965,Male,34,Suburban,43,Month-to-Month,39.56,1701.08,Mailed Check,Yes,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,5.4,0,2021-04-20,,0
CUST_000966,Male,24,Urban,1,Two Year,94.72,94.72,Electronic Check,No,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,4,4.8,0,2024-10-01,,0
CUST_000967,Female,46,Urban,72,Two Year,97.59,7026.48,Credit Card (Automatic),Yes,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,0,5.8,0,2018-12-02,,0
CUST_000968,Male,29,Urban,45,Month-to-Month,92.8,4176.0,Mailed Check,No,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,4,7.7,0,2021-02-19,,0
CUST_000969,Female,34,Urban,22,Month-to-Month,69.08,1519.76,Mailed Check,No,Yes,No,Fiber Optic,No,No,Yes,No,No,No,2,4.8,2,2023-01-10,2024-10-03,1
CUST_000970,Male,61,Urban,34,One Year,62.18,2114.12,Electronic Check,No,Yes,No,DSL,No,Yes,No,No,No,No,1,6.0,0,2022-01-15,,0
CUST_000971,Female,54,Rural,3,Month-to-Month,32.02,96.06,Electronic Check,No,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,6.8,0,2024-08-02,,0
CUST_000972,Female,44,Suburban,33,One Year,82.03,2706.99,Bank Transfer (Automatic),Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,1,5.8,1,2022-02-14,,0
CUST_000973,Female,22,Urban,1,One Year,70.96,70.96,Mailed Check,No,No,No Phone Service,Fiber Optic,Yes,No,No,No,No,No,1,6.9,1,2024-10-01,2024-10-19,1
CUST_000974,Male,45,Rural,56,One Year,53.03,2969.68,Mailed Check,Yes,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,4.2,0,2020-03-26,,0
CUST_000975,Male,57,Suburban,71,One Year,43.05,3056.55,Mailed Check,Yes,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,,0,2019-01-01,,0
CUST_000976,Male,36,Suburban,8,One Year,84.43,675.44,Electronic Check,Yes,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,0,6.2,2,2024-03-05,,0
CUST_000977,Female,62,Urban,45,Two Year,46.88,2109.6,Credit Card (Automatic),No,No,No Phone Service,DSL,No,Yes,No,No,No,No,1,3.4,1,2021-02-19,,0
CUST_000978,Male,61,Urban,9,Month-to-Month,87.03,783.27,Credit Card (Automatic),No,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,4,5.6,0,2024-02-04,,0
CUST_000979,Female,66,Rural,56,Two Year,57.09,3197.04,Credit Card (Automatic),Yes,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,5.6,1,2020-03-26,,0
CUST_000980,Female,46,Suburban,18,Month-to-Month,84.74,1525.32,Mailed Check,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,1,7.8,0,2023-05-10,2024-10-10,1
CUST_000981,Male,50,Urban,28,Month-to-Month,37.56,1051.68,Credit Card (Automatic),Yes,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,2,8.6,2,2022-07-14,,0
CUST_000982,Female,63,Suburban,2,Month-to-Month,99.87,199.74,Bank Transfer (Automatic),Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2,8.8,4,2024-09-01,,0
CUST_000983,Male,48,Rural,48,One Year,88.25,4236.0,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,3,7.0,3,2020-11-21,,0
CUST_000984,Male,34,Urban,62,Month-to-Month,76.29,4729.98,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,Yes,No,No,No,No,3,3.8,0,2019-09-28,,0
CUST_000985,Female,35,Suburban,62,Two Year,78.38,4859.56,Bank Transfer (Automatic),No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,3,4.2,1,2019-09-28,,0
CUST_000986,Female,45,Rural,10,One Year,49.78,497.8,Bank Transfer (Automatic),Yes,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,,0,2024-01-05,,0
CUST_000987,Female,22,Urban,2,Month-to-Month,91.42,182.84,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,0,7.9,2,2024-09-01,,0
CUST_000988,Male,39,Suburban,37,One Year,80.38,2974.06,Electronic Check,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,0,4.0,0,2021-10-17,2024-10-25,1
CUST_000989,Male,58,Suburban,50,Two Year,87.33,4366.5,Credit Card (Automatic),No,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,4,9.3,2,2020-09-22,,0
CUST_000990,Female,18,Suburban,25,One Year,83.63,2090.75,Electronic Check,No,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,2,8.9,0,2022-10-12,2024-10-16,1
CUST_000991,Female,65,Urban,63,Month-to-Month,81.79,5152.77,Electronic Check,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,1,9.4,1,2019-08-29,,0
CUST_000992,Female,58,Urban,12,Two Year,42.58,510.96,Electronic Check,No,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,,1,2023-11-06,,0
CUST_000993,Male,35,Suburban,13,One Year,71.85,934.05,Mailed Check,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,1,4.2,2,2023-10-07,,0
CUST_000994,Female,50,Urban,3,Month-to-Month,78.56,235.68,Bank Transfer (Automatic),Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,1,7.7,1,2024-08-02,,0
CUST_000995,Male,42,Urban,46,Month-to-Month,66.15,3042.9,Bank Transfer (Automatic),Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,0,6.3,0,2021-01-20,,0
CUST_000996,Male,60,Urban,38,Month-to-Month,66.78,2537.64,Bank Transfer (Automatic),No,Yes,No,DSL,Yes,Yes,No,No,No,No,2,6.5,0,2021-09-17,,0
CUST_000997,Female,56,Urban,14,Two Year,85.25,1193.5,Electronic Check,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,1,9.1,0,2023-09-07,,0
CUST_000998,Male,20,Rural,3,Month-to-Month,32.36,97.08,Electronic Check,Yes,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,5.4,2,2024-08-02,2024-10-30,1
CUST_000999,Female,50,Urban,20,Month-to-Month,59.9,1198.0,Mailed Check,No,Yes,Yes,DSL,No,Yes,No,No,No,No,1,,1,2023-03-11,,0
CUST_001000,Male,38,Rural,12,Two Year,45.52,546.24,Electronic Check,No,No,No Phone Service,DSL,Yes,No,No,No,No,No,1,5.7,0,2023-11-06,,0
CUST_001001,Male,43,Urban,18,Month-to-Month,65.15,1172.7,Credit Card (Automatic),No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,1,5.3,1,2023-05-10,2024-10-05,1
CUST_001002,Female,31,Suburban,19,Two Year,69.48,1320.12,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,No,No,No,No,Yes,1,5.2,2,2023-04-10,,0
CUST_001003,Female,68,Urban,17,Month-to-Month,95.98,1631.66,Mailed Check,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,1,4.9,2,2023-06-09,,0
CUST_001004,Female,57,Suburban,15,Month-to-Month,88.08,1321.2,Electronic Check,Yes,No,No Phone Service,Fiber Optic,No,No,Yes,No,No,Yes,1,4.2,0,2023-08-08,,0
CUST_001005,Female,30,Suburban,14,Month-to-Month,62.83,879.62,Credit Card (Automatic),Yes,Yes,No,DSL,No,Yes,No,No,No,Yes,2,10.0,1,2023-09-07,,0
CUST_001006,Female,21,Urban,72,Two Year,76.25,5490.0,Mailed Check,No,No,No Phone Service,Fiber Optic,Yes,No,Yes,No,No,No,3,6.5,1,2018-12-02,2024-10-07,1
CUST_001007,Female,36,Rural,12,One Year,104.11,1249.32,Mailed Check,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,2,7.4,0,2023-11-06,,0
CUST_001008,Female,48,Urban,40,Two Year,99.05,3962.0,Bank Transfer (Automatic),Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,2,5.3,0,2021-07-19,,0
CUST_001009,Male,45,Suburban,42,One Year,93.25,3916.5,Credit Card (Automatic),No,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,1,4.6,0,2021-05-20,,0
CUST_001010,Female,60,Rural,14,Month-to-Month,101.13,1415.82,Electronic Check,No,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,1,5.0,1,2023-09-07,2024-10-15,1
CUST_001011,Male,53,Rural,63,Month-to-Month,69.95,4406.85,Electronic Check,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,0,4.9,0,2019-08-29,2024-10-06,1
CUST_001012,Female,56,Rural,65,Month-to-Month,85.97,5588.05,Electronic Check,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,1,,1,2019-06-30,,0
CUST_001013,Female,46,Urban,7,One Year,82.32,576.24,Bank Transfer (Automatic),Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,0,6.2,1,2024-04-04,,0
CUST_001014,Male,21,Urban,62,Two Year,99.2,6150.4,Electronic Check,Yes,No,No Phone Service,Fiber Optic,No,No,Yes,Yes,Yes,Yes,1,10.0,0,2019-09-28,,0
CUST_001015,Female,39,Urban,38,Month-to-Month,71.16,2704.08,Mailed Check,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,3,4.9,0,2021-09-17,,0
CUST_001016,Female,57,Suburban,12,One Year,97.07,1164.84,Bank Transfer (Automatic),Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,1,7.5,0,2023-11-06,,0
CUST_001017,Male,41,Suburban,6,Two Year,39.05,234.3,Bank Transfer (Automatic),Yes,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,3,2.3,0,2024-05-04,,0
CUST_001018,Female,49,Urban,1,Month-to-Month,99.96,99.96,Mailed Check,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,3,5.6,3,2024-10-01,2024-10-02,1
CUST_001019,Female,37,Suburban,52,Two Year,75.0,3900.0,Bank Transfer (Automatic),No,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,0,10.0,0,2020-07-24,,0
CUST_001020,Male,26,Urban,22,Month-to-Month,82.18,1807.96,Credit Card (Automatic),No,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,0,4.0,4,2023-01-10,2024-10-08,1
CUST_001021,Female,40,Urban,11,One Year,71.03,781.33,Electronic Check,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,1,8.1,1,2023-12-06,2024-10-14,1
CUST_001022,Male,46,Suburban,23,Month-to-Month,75.5,1736.5,Bank Transfer (Automatic),Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,0,,1,2022-12-11,,0
CUST_001023,Female,32,Suburban,60,Month-to-Month,80.64,4838.4,Mailed Check,No,Yes,Yes,Fiber Optic,No,No,No,No,No,No,0,,0,2019-11-27,,0
CUST_001024,Female,38,Rural,15,Month-to-Month,76.05,1140.75,Electronic Check,Yes,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,1,3.5,1,2023-08-08,2024-10-12,1
CUST_001025,Female,27,Urban,20,Two Year,74.97,1499.4,Electronic Check,Yes,Yes,No,DSL,No,No,Yes,Yes,No,Yes,1,,0,2023-03-11,,0
CUST_001026,Male,58,Suburban,21,Two Year,86.04,1806.84,Credit Card (Automatic),Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,4,5.0,1,2023-02-09,,0
CUST_001027,Female,37,Urban,39,Month-to-Month,65.04,2536.56,Bank Transfer (Automatic),Yes,Yes,No,DSL,No,No,Yes,Yes,No,Yes,0,4.5,0,2021-08-18,,0
CUST_001028,Female,63,Urban,18,Two Year,46.82,842.76,Electronic Check,Yes,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,,0,2023-05-10,,0
CUST_001029,Male,64,Suburban,31,One Year,74.01,2294.31,Credit Card (Automatic),Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,1,6.2,1,2022-04-15,,0
CUST_001030,Female,40,Rural,11,Two Year,63.28,696.08,Bank Transfer (Automatic),No,No,No Phone Service,DSL,No,Yes,No,No,No,Yes,3,5.1,0,2023-12-06,,0
CUST_001031,Male,26,Urban,23,Month-to-Month,104.39,2400.97,Mailed Check,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,1,4.3,0,2022-12-11,2024-10-28,1
CUST_001032,Female,18,Urban,16,Month-to-Month,52.53,840.48,Bank Transfer (Automatic),Yes,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,3,3.7,1,2023-07-09,,0
CUST_001033,Male,19,Suburban,47,One Year,88.31,4150.57,Electronic Check,No,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,1,5.0,0,2020-12-21,2024-10-14,1
CUST_001034,Male,21,Urban,15,Month-to-Month,106.05,1590.75,Electronic Check,No,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,2,7.8,1,2023-08-08,,0
CUST_001035,Male,62,Rural,1,Month-to-Month,70.9,70.9,Electronic Check,No,No,No Phone Service,Fiber Optic,No,No,No,No,Yes,No,1,7.0,1,2024-10-01,2024-10-04,1
CUST_001036,Female,43,Suburban,1,Month-to-Month,90.31,90.31,Mailed Check,No,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,2,6.8,3,2024-10-01,2024-10-06,1
CUST_001037,Male,47,Urban,3,Month-to-Month,43.12,129.36,Credit Card (Automatic),Yes,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,3,5.0,2,2024-08-02,,0
CUST_001038,Female,18,Suburban,49,Month-to-Month,92.8,4547.2,Mailed Check,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,1,,1,2020-10-22,2024-10-15,1
CUST_001039,Male,24,Suburban,38,Two Year,42.71,1622.98,Electronic Check,Yes,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,2,5.3,0,2021-09-17,,0
CUST_001040,Male,55,Urban,46,Month-to-Month,41.33,1901.18,Bank Transfer (Automatic),Yes,Yes,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,,1,2021-01-20,,0
CUST_001041,Female,46,Suburban,4,Month-to-Month,45.75,183.0,Credit Card (Automatic),Yes,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,8.5,0,2024-07-03,,0
CUST_001042,Female,39,Urban,5,Month-to-Month,78.51,392.55,Electronic Check,No,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,4,6.0,1,2024-06-03,,0
CUST_001043,Male,50,Suburban,2,One Year,38.23,76.46,Credit Card (Automatic),Yes,Yes,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,3,2.4,2,2024-09-01,,0
CUST_001044,Female,66,Urban,1,One Year,72.91,72.91,Electronic Check,Yes,Yes,No,DSL,No,Yes,No,No,No,Yes,2,7.4,0,2024-10-01,,0
CUST_001045,Female,38,Rural,10,One Year,63.21,632.1,Electronic Check,Yes,No,No Phone Service,DSL,No,Yes,No,No,No,Yes,2,7.0,2,2024-01-05,,0
CUST_001046,Female,43,Urban,56,Month-to-Month,74.2,4155.2,Mailed Check,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,1,3.4,0,2020-03-26,,0
CUST_001047,Male,44,Urban,3,Month-to-Month,73.17,219.51,Electronic Check,Yes,No,No Phone Service,DSL,Yes,No,No,No,Yes,No,2,,0,2024-08-02,,0
